idproduto,mes,qtd
16665,11,32
16666,7,17
16666,8,25
16666,9,39
16666,10,38
16666,11,27
16667,7,11
16667,8,20
16667,9,31
16667,10,31
16667,11,17
16695,7,25
16695,8,17
16695,9,56
16695,10,43
16695,11,24
16696,7,50
16696,8,18
16696,9,60
16696,10,39
16696,11,19
16697,7,47
16697,8,19
16697,9,42
16697,10,36
16697,11,20
16699,7,28
16699,8,26
16699,9,55
16699,10,45
16699,11,36
16700,7,34
16700,8,25
16700,9,61
16700,10,59
16700,11,36
16701,7,32
16701,8,16
16701,9,43
16701,10,45
16701,11,33
16713,7,193
16713,8,168
16713,9,312
16713,10,262
16713,11,225
16714,7,361
16714,8,331
16714,9,561
16714,10,457
16714,11,419
16715,7,316
16715,8,316
16715,9,532
16715,10,398
16715,11,363
16716,7,154
16716,8,194
16716,9,331
16716,10,241
16716,11,211
16748,7,47
16748,8,37
16748,9,38
16748,10,39
16748,11,18
16749,7,85
16749,8,77
16749,9,103
16749,10,152
16749,11,51
16750,7,91
16750,8,82
16750,9,83
16750,10,147
16750,11,42
16751,7,57
16751,8,42
16751,9,63
16751,10,74
16751,11,20
16756,7,78
16756,8,46
16756,9,53
16756,10,62
16756,11,19
16757,7,156
16757,8,105
16757,9,158
16757,10,235
16757,11,96
16758,7,162
16758,8,124
16758,9,182
16758,10,241
16758,11,91
16759,7,100
16759,8,59
16759,9,98
16759,10,130
16759,11,41
16855,7,176
16855,8,106
16855,9,242
16855,10,198
16855,11,86
16856,7,281
16856,8,178
16856,9,336
16856,10,418
16856,11,185
16857,7,181
16857,8,112
16857,9,220
16857,10,191
16857,11,77
16863,7,46
16863,8,37
16863,9,37
16863,10,35
16863,11,9
16864,7,97
16864,8,72
16864,9,76
16864,10,127
16864,11,45
16865,7,76
16865,8,83
16865,9,65
16865,10,123
16865,11,40
16866,7,72
16866,8,51
16866,9,41
16866,10,64
16866,11,13
16879,7,218
16879,8,118
16879,9,236
16879,10,265
16879,11,145
16880,7,431
16880,8,292
16880,9,531
16880,10,543
16880,11,306
16881,7,255
16881,8,160
16881,9,336
16881,10,332
16881,11,173
16882,7,90
16882,8,50
16882,9,120
16882,10,111
16882,11,45
16912,7,32
16912,8,28
16912,9,43
16912,10,32
16912,11,19
16913,7,40
16913,8,33
16913,9,62
16913,10,55
16913,11,30
16914,7,40
16914,8,22
16914,9,51
16914,10,43
16914,11,30
16915,7,22
16915,8,13
16915,9,29
16915,10,26
16915,11,20
16916,7,20
16916,8,6
16916,9,21
16916,10,10
16916,11,13
16917,7,26
16917,8,9
16917,9,21
16917,10,11
16917,11,10
16918,7,27
16918,8,10
16918,9,27
16918,10,10
16918,11,16
16919,7,15
16919,8,9
16919,9,28
16919,10,10
16919,11,15
16933,7,31
16933,8,56
16933,9,66
16933,10,65
16933,11,34
16934,7,32
16934,8,51
16934,9,66
16934,10,76
16934,11,33
16935,7,17
16935,8,34
16935,9,41
16935,10,56
16935,11,22
16936,7,13
16936,8,28
16936,9,32
16936,10,35
16936,11,21
17581,7,33
17581,8,59
17581,9,79
17581,10,54
17581,11,40
17582,7,88
17582,8,116
17582,9,134
17582,10,117
17582,11,89
17583,7,71
17583,8,97
17583,9,115
17583,10,119
17583,11,69
17585,7,18
17585,8,26
17585,9,135
17585,10,50
17585,11,30
17586,7,38
17586,8,50
17586,9,204
17586,10,88
17586,11,54
17587,7,28
17587,8,44
17587,9,206
17587,10,72
17587,11,54
17626,7,66
17626,8,61
17626,9,89
17626,10,87
17626,11,58
17627,7,73
17627,8,67
17627,9,99
17627,10,97
17627,11,65
17628,7,55
17628,8,51
17628,9,75
17628,10,73
17628,11,49
17681,7,42
17681,8,56
17681,9,76
17681,10,74
17681,11,61
17682,7,112
17682,8,107
17682,9,166
17682,10,169
17682,11,119
17683,7,129
17683,8,114
17683,9,162
17683,10,183
17683,11,99
17684,7,108
17684,8,120
17684,9,178
17684,10,163
17684,11,103
17685,7,357
17685,8,299
17685,9,512
17685,10,461
17685,11,227
17686,7,378
17686,8,326
17686,9,515
17686,10,502
17686,11,267
17687,7,54
17687,8,86
17687,9,126
17687,10,78
17687,11,87
17688,7,226
17688,8,238
17688,9,338
17688,10,278
17688,11,189
17689,7,151
17689,8,205
17689,9,300
17689,10,240
17689,11,180
17690,7,88
17690,8,123
17690,9,179
17690,10,176
17690,11,136
17691,7,406
17691,8,371
17691,9,498
17691,10,520
17691,11,241
17692,7,281
17692,8,329
17692,9,476
17692,10,447
17692,11,285
17748,7,47
17748,8,62
17748,9,71
17748,10,12
17748,11,4
17749,7,70
17749,8,97
17749,9,104
17749,10,19
17749,11,7
17750,7,77
17750,8,79
17750,9,89
17750,10,15
17750,11,8
17766,7,14
17766,8,20
17766,9,29
17766,10,14
17766,11,8
17767,7,25
17767,8,38
17767,9,53
17767,10,25
17767,11,15
17768,7,21
17768,8,31
17768,9,43
17768,10,21
17768,11,12
17988,7,28
17988,8,17
17988,9,67
17988,10,66
17988,11,35
17989,7,44
17989,8,22
17989,9,70
17989,10,66
17989,11,36
17990,7,48
17990,8,20
17990,9,50
17990,10,52
17990,11,24
18030,7,36
18030,8,31
18030,9,40
18030,10,39
18030,11,12
18031,7,41
18031,8,49
18031,9,64
18031,10,35
18031,11,20
18032,7,57
18032,8,43
18032,9,78
18032,10,45
18032,11,21
18033,7,39
18033,8,38
18033,9,60
18033,10,37
18033,11,18
18034,7,43
18034,8,44
18034,9,71
18034,10,72
18034,11,29
18035,7,71
18035,8,68
18035,9,105
18035,10,100
18035,11,44
18036,7,71
18036,8,62
18036,9,104
18036,10,107
18036,11,37
18037,7,41
18037,8,43
18037,9,83
18037,10,66
18037,11,31
18038,7,30
18038,8,31
18038,9,42
18038,10,57
18038,11,14
18039,7,38
18039,8,40
18039,9,55
18039,10,55
18039,11,29
18040,7,54
18040,8,36
18040,9,63
18040,10,55
18040,11,19
18041,7,29
18041,8,35
18041,9,49
18041,10,51
18041,11,17
18058,7,79
18058,8,157
18058,9,179
18058,10,127
18058,11,109
18059,7,190
18059,8,291
18059,9,370
18059,10,314
18059,11,189
18060,7,232
18060,8,343
18060,9,443
18060,10,382
18060,11,194
18061,7,159
18061,8,230
18061,9,350
18061,10,353
18061,11,160
18062,7,119
18062,8,170
18062,9,220
18062,10,201
18062,11,99
18063,7,323
18063,8,411
18063,9,538
18063,10,498
18063,11,301
18064,7,344
18064,8,485
18064,9,580
18064,10,647
18064,11,382
18065,7,252
18065,8,323
18065,9,477
18065,10,498
18065,11,249
18066,7,55
18066,8,75
18066,9,104
18066,10,79
18066,11,47
18067,7,99
18067,8,169
18067,9,248
18067,10,177
18067,11,94
18068,7,117
18068,8,168
18068,9,273
18068,10,260
18068,11,136
18069,7,88
18069,8,129
18069,9,229
18069,10,183
18069,11,103
18078,7,75
18078,8,63
18078,9,89
18078,10,81
18078,11,79
18079,7,134
18079,8,128
18079,9,208
18079,10,175
18079,11,187
18080,7,112
18080,8,132
18080,9,206
18080,10,145
18080,11,151
18081,7,97
18081,8,94
18081,9,150
18081,10,119
18081,11,119
18082,7,201
18082,8,199
18082,9,330
18082,10,271
18082,11,243
18083,7,205
18083,8,212
18083,9,350
18083,10,266
18083,11,229
18084,7,81
18084,8,49
18084,9,85
18084,10,67
18084,11,77
18085,7,124
18085,8,116
18085,9,173
18085,10,152
18085,11,152
18086,7,107
18086,8,113
18086,9,168
18086,10,122
18086,11,150
18094,7,22
18094,8,27
18094,9,41
18094,10,69
18094,11,34
18095,7,27
18095,8,25
18095,9,35
18095,10,103
18095,11,38
18096,7,22
18096,8,17
18096,9,32
18096,10,73
18096,11,37
18097,7,18
18097,8,44
18097,9,43
18097,10,62
18097,11,44
18098,7,58
18098,8,68
18098,9,82
18098,10,132
18098,11,79
18099,7,66
18099,8,59
18099,9,70
18099,10,161
18099,11,70
18100,7,53
18100,8,50
18100,9,63
18100,10,189
18100,11,53
18170,7,47
18170,8,63
18170,9,88
18170,10,85
18170,11,66
18171,7,87
18171,8,152
18171,9,180
18171,10,184
18171,11,147
18172,7,109
18172,8,165
18172,9,239
18172,10,234
18172,11,153
18173,7,79
18173,8,120
18173,9,172
18173,10,203
18173,11,135
18277,7,53
18277,8,69
18277,9,111
18277,10,136
18277,11,64
18278,7,155
18278,8,209
18278,9,261
18278,10,280
18278,11,164
18279,7,92
18279,8,122
18279,9,179
18279,10,170
18279,11,129
18280,7,214
18280,8,224
18280,9,343
18280,10,335
18280,11,163
18281,7,13
18281,8,8
18281,9,28
18281,10,17
18281,11,14
18282,7,17
18282,8,11
18282,9,28
18282,10,24
18282,11,17
18283,7,21
18283,8,11
18283,9,23
18283,10,26
18283,11,12
18284,7,12
18284,8,4
18284,9,28
18284,10,27
18284,11,13
18640,7,23
18640,8,26
18640,9,36
18640,10,36
18640,11,23
18641,7,51
18641,8,58
18641,9,82
18641,10,80
18641,11,52
18642,7,60
18642,8,69
18642,9,97
18642,10,96
18642,11,62
18643,7,47
18643,8,54
18643,9,76
18643,10,75
18643,11,48
18973,7,22
18973,8,22
18973,9,24
18973,10,17
18973,11,14
18974,7,37
18974,8,37
18974,9,41
18974,10,29
18974,11,23
18975,7,30
18975,8,30
18975,9,34
18975,10,24
18975,11,19
18977,7,23
18977,8,23
18977,9,26
18977,10,18
18977,11,15
18978,7,39
18978,8,39
18978,9,44
18978,10,31
18978,11,25
18979,7,28
18979,8,28
18979,9,32
18979,10,22
18979,11,18
18985,7,19
18985,8,19
18985,9,22
18985,10,15
18985,11,12
18986,7,33
18986,8,33
18986,9,37
18986,10,26
18986,11,21
18987,7,28
18987,8,28
18987,9,31
18987,10,22
18987,11,18
19278,7,13
19278,8,23
19278,9,28
19278,10,24
19278,11,10
19279,7,21
19279,8,30
19279,9,39
19279,10,38
19279,11,12
19280,7,24
19280,8,32
19280,9,42
19280,10,46
19280,11,23
19281,7,13
19281,8,28
19281,9,33
19281,10,26
19281,11,10
19282,7,25
19282,8,37
19282,9,38
19282,10,37
19282,11,22
19283,7,39
19283,8,58
19283,9,68
19283,10,62
19283,11,34
19284,7,39
19284,8,54
19284,9,61
19284,10,64
19284,11,33
19285,7,22
19285,8,35
19285,9,34
19285,10,46
19285,11,12
19298,7,51
19298,8,51
19298,9,53
19298,10,25
19298,11,28
19299,7,71
19299,8,87
19299,9,105
19299,10,85
19299,11,30
19300,7,45
19300,8,69
19300,9,93
19300,10,84
19300,11,29
19307,7,47
19307,8,58
19307,9,52
19307,10,25
19307,11,26
19308,7,64
19308,8,86
19308,9,101
19308,10,72
19308,11,33
19309,7,49
19309,8,65
19309,9,82
19309,10,73
19309,11,30
19310,7,25
19310,8,38
19310,9,50
19310,10,42
19310,11,29
19311,7,48
19311,8,73
19311,9,97
19311,10,82
19311,11,57
19312,7,35
19312,8,53
19312,9,71
19312,10,60
19312,11,41
19319,7,22
19319,8,32
19319,9,43
19319,10,36
19319,11,25
19320,7,42
19320,8,63
19320,9,84
19320,10,70
19320,11,49
19321,7,30
19321,8,46
19321,9,61
19321,10,51
19321,11,35
19367,7,21
19367,8,21
19367,9,35
19367,10,28
19367,11,16
19368,7,28
19368,8,28
19368,9,31
19368,10,21
19368,11,20
19369,7,5
19369,8,24
19369,9,20
19369,10,27
19369,11,30
19370,7,21
19370,8,24
19370,9,14
19370,10,23
19370,11,4
19372,7,44
19372,8,32
19372,9,24
19372,10,32
19372,11,24
19373,7,40
19373,8,52
19373,9,49
19373,10,48
19373,11,55
19374,7,20
19374,8,29
19374,9,11
19374,10,27
19374,11,30
19375,7,44
19375,8,33
19375,9,39
19375,10,54
19375,11,29
19376,7,35
19376,8,48
19376,9,54
19376,10,47
19376,11,52
19377,7,36
19377,8,36
19377,9,52
19377,10,57
19377,11,45
19378,7,30
19378,8,40
19378,9,30
19378,10,34
19378,11,69
19379,7,18
19379,8,26
19379,9,26
19379,10,30
19379,11,32
19381,7,34
19381,8,31
19381,9,24
19381,10,17
19381,11,26
19382,7,96
19382,8,121
19382,9,170
19382,10,130
19382,11,117
19383,7,76
19383,8,92
19383,9,108
19383,10,67
19383,11,113
19384,7,38
19384,8,43
19384,9,51
19384,10,58
19384,11,47
19385,7,36
19385,8,32
19385,9,30
19385,10,58
19385,11,27
19386,7,31
19386,8,25
19386,9,31
19386,10,40
19386,11,31
19387,7,118
19387,8,129
19387,9,180
19387,10,169
19387,11,115
19388,7,107
19388,8,129
19388,9,188
19388,10,156
19388,11,189
19389,7,52
19389,8,50
19389,9,79
19389,10,81
19389,11,44
19390,7,98
19390,8,127
19390,9,176
19390,10,166
19390,11,109
19391,7,94
19391,8,116
19391,9,146
19391,10,142
19391,11,190
19394,7,26
19394,8,13
19394,9,22
19394,10,16
19394,11,10
19395,7,11
19395,8,42
19395,9,37
19395,10,16
19395,11,18
19398,7,21
19398,8,19
19398,9,33
19398,10,27
19398,11,18
19399,7,27
19399,8,74
19399,9,63
19399,10,30
19399,11,27
19400,7,24
19400,8,35
19400,9,36
19400,10,24
19400,11,12
19401,7,3
19401,8,31
19401,9,29
19401,10,13
19401,11,2
19402,7,22
19402,8,20
19402,9,27
19402,10,30
19402,11,20
19403,7,26
19403,8,69
19403,9,68
19403,10,37
19403,11,25
19405,7,11
19405,8,45
19405,9,44
19405,10,22
19405,11,21
19406,7,19
19406,8,26
19406,9,36
19406,10,13
19406,11,9
19408,7,23
19408,8,19
19408,9,38
19408,10,31
19408,11,10
19409,7,35
19409,8,69
19409,9,58
19409,10,41
19409,11,29
19410,7,29
19410,8,37
19410,9,38
19410,10,37
19410,11,13
19411,7,19
19411,8,25
19411,9,36
19411,10,22
19411,11,6
19412,7,62
19412,8,44
19412,9,87
19412,10,60
19412,11,33
19413,7,58
19413,8,107
19413,9,83
19413,10,63
19413,11,43
19414,7,36
19414,8,40
19414,9,42
19414,10,46
19414,11,23
19415,7,4
19415,8,20
19415,9,24
19415,10,22
19415,11,8
19416,7,65
19416,8,40
19416,9,70
19416,10,63
19416,11,33
19417,7,36
19417,8,84
19417,9,85
19417,10,67
19417,11,39
19418,7,13
19418,8,29
19418,9,34
19418,10,44
19418,11,14
19419,7,22
19419,8,70
19419,9,63
19419,10,56
19419,11,30
19618,7,39
19618,8,51
19618,9,46
19618,10,91
19618,11,64
19620,7,12
19620,8,28
19620,9,17
19620,10,41
19620,11,22
19655,7,108
19655,8,136
19655,9,218
19655,10,154
19655,11,152
19657,7,74
19657,8,85
19657,9,121
19657,10,103
19657,11,91
19658,7,78
19658,8,112
19658,9,136
19658,10,106
19658,11,102
21365,7,56
21365,8,62
21365,9,76
21365,10,74
21365,11,47
21366,7,68
21366,8,66
21366,9,96
21366,10,153
21366,11,57
21367,7,74
21367,8,83
21367,9,113
21367,10,141
21367,11,48
21368,7,49
21368,8,60
21368,9,80
21368,10,83
21368,11,48
21369,7,90
21369,8,76
21369,9,125
21369,10,150
21369,11,72
21370,7,85
21370,8,75
21370,9,115
21370,10,128
21370,11,66
22358,7,42
22358,8,42
22358,9,60
22358,10,65
22358,11,32
22359,7,75
22359,8,76
22359,9,109
22359,10,107
22359,11,71
22360,7,73
22360,8,70
22360,9,116
22360,10,138
22360,11,60
22361,7,52
22361,8,60
22361,9,98
22361,10,117
22361,11,51
22362,7,30
22362,8,33
22362,9,84
22362,10,79
22362,11,29
22779,7,4
22779,8,7
22779,9,9
22779,10,7
22779,11,5
22781,7,11
22781,8,16
22781,9,22
22781,10,18
22781,11,13
22782,7,14
22782,8,21
22782,9,28
22782,10,24
22782,11,16
22783,7,6
22783,8,9
22783,9,12
22783,10,10
22783,11,7
22785,7,15
22785,8,23
22785,9,31
22785,10,26
22785,11,18
22786,7,17
22786,8,25
22786,9,34
22786,10,28
22786,11,20
22788,7,8
22788,8,12
22788,9,16
22788,10,14
22788,11,10
22789,7,12
22789,8,19
22789,9,25
22789,10,21
22789,11,15
22790,7,12
22790,8,18
22790,9,24
22790,10,20
22790,11,14
22793,7,9
22793,8,13
22793,9,17
22793,10,15
22793,11,10
22794,7,3
22794,8,4
22794,9,6
22794,10,5
22794,11,3
23092,7,141
23092,8,175
23092,9,244
23092,10,169
23092,11,82
23388,7,88
23388,8,82
23388,9,202
23388,10,195
23388,11,147
23389,7,87
23389,8,82
23389,9,201
23389,10,194
23389,11,147
23390,7,60
23390,8,56
23390,9,138
23390,10,133
23390,11,100
24094,7,7
24094,8,10
24094,9,13
24094,10,11
24094,11,8
24095,7,6
24095,8,9
24095,9,12
24095,10,10
24095,11,7
24096,7,2
24096,8,4
24096,9,5
24096,10,4
24096,11,3
24097,7,12
24097,8,18
24097,9,24
24097,10,20
24097,11,14
24098,7,10
24098,8,15
24098,9,21
24098,10,17
24098,11,12
24099,7,4
24099,8,6
24099,9,7
24099,10,6
24099,11,4
24101,7,15
24101,8,23
24101,9,30
24101,10,25
24101,11,18
24102,7,11
24102,8,17
24102,9,23
24102,10,19
24102,11,13
24103,7,3
24103,8,5
24103,9,7
24103,10,6
24103,11,4
24105,7,11
24105,8,17
24105,9,22
24105,10,19
24105,11,13
24106,7,8
24106,8,12
24106,9,16
24106,10,13
24106,11,9
24107,7,8
24107,8,12
24107,9,16
24107,10,13
24107,11,9
24108,7,7
24108,8,10
24108,9,13
24108,10,11
24108,11,8
24234,7,49
24234,8,45
24234,9,66
24234,10,65
24234,11,44
24235,7,55
24235,8,51
24235,9,75
24235,10,73
24235,11,49
24236,7,47
24236,8,43
24236,9,64
24236,10,62
24236,11,42
24237,7,31
24237,8,28
24237,9,42
24237,10,41
24237,11,27
25620,7,102
25620,8,106
25620,9,142
25620,10,121
25620,11,71
25621,7,212
25621,8,241
25621,9,335
25621,10,242
25621,11,177
25622,7,149
25622,8,177
25622,9,225
25622,10,175
25622,11,105
25624,7,79
25624,8,101
25624,9,119
25624,10,109
25624,11,86
25625,7,230
25625,8,244
25625,9,297
25625,10,278
25625,11,176
25626,7,157
25626,8,158
25626,9,199
25626,10,204
25626,11,101
25628,7,57
25628,8,69
25628,9,102
25628,10,102
25628,11,61
25629,7,139
25629,8,145
25629,9,186
25629,10,189
25629,11,130
25630,7,89
25630,8,95
25630,9,113
25630,10,151
25630,11,74
25640,7,99
25640,8,94
25640,9,116
25640,10,80
25640,11,68
25641,7,265
25641,8,226
25641,9,316
25641,10,273
25641,11,153
25642,7,222
25642,8,191
25642,9,298
25642,10,211
25642,11,129
25643,7,106
25643,8,83
25643,9,153
25643,10,118
25643,11,64
25644,7,88
25644,8,94
25644,9,120
25644,10,83
25644,11,75
25645,7,260
25645,8,229
25645,9,344
25645,10,308
25645,11,184
25646,7,260
25646,8,208
25646,9,298
25646,10,268
25646,11,164
25647,7,91
25647,8,76
25647,9,151
25647,10,130
25647,11,68
25648,7,76
25648,8,87
25648,9,93
25648,10,58
25648,11,58
25649,7,174
25649,8,170
25649,9,205
25649,10,170
25649,11,101
25650,7,166
25650,8,149
25650,9,205
25650,10,151
25650,11,97
25651,7,64
25651,8,49
25651,9,87
25651,10,83
25651,11,42
25660,7,186
25660,8,164
25660,9,236
25660,10,212
25660,11,173
25661,7,348
25661,8,315
25661,9,488
25661,10,442
25661,11,255
25662,7,227
25662,8,238
25662,9,374
25662,10,297
25662,11,169
25663,7,81
25663,8,84
25663,9,130
25663,10,109
25663,11,61
25664,7,76
25664,8,77
25664,9,134
25664,10,108
25664,11,60
25665,7,137
25665,8,168
25665,9,264
25665,10,235
25665,11,122
25666,7,108
25666,8,120
25666,9,162
25666,10,165
25666,11,108
25668,7,150
25668,8,131
25668,9,205
25668,10,202
25668,11,94
25669,7,224
25669,8,273
25669,9,427
25669,10,339
25669,11,186
25670,7,214
25670,8,207
25670,9,269
25670,10,254
25670,11,130
25671,7,69
25671,8,79
25671,9,122
25671,10,101
25671,11,52
25721,7,15
25721,8,15
25721,9,16
25721,10,12
25721,11,9
25722,7,23
25722,8,23
25722,9,26
25722,10,18
25722,11,15
25723,7,21
25723,8,21
25723,9,24
25723,10,17
25723,11,14
25724,7,15
25724,8,15
25724,9,17
25724,10,12
25724,11,10
25725,7,20
25725,8,20
25725,9,23
25725,10,16
25725,11,13
25726,7,33
25726,8,33
25726,9,37
25726,10,26
25726,11,21
25727,7,33
25727,8,33
25727,9,37
25727,10,26
25727,11,21
25728,7,23
25728,8,23
25728,9,26
25728,10,18
25728,11,15
25729,7,17
25729,8,17
25729,9,19
25729,10,13
25729,11,11
25730,7,31
25730,8,31
25730,9,35
25730,10,25
25730,11,20
25731,7,31
25731,8,31
25731,9,35
25731,10,25
25731,11,20
25732,7,24
25732,8,24
25732,9,27
25732,10,19
25732,11,15
25737,7,21
25737,8,10
25737,9,32
25737,10,16
25737,11,15
25738,7,32
25738,8,16
25738,9,50
25738,10,25
25738,11,23
25739,7,28
25739,8,14
25739,9,44
25739,10,22
25739,11,20
25740,7,19
25740,8,10
25740,9,30
25740,10,15
25740,11,14
25745,7,21
25745,8,10
25745,9,33
25745,10,16
25745,11,15
25746,7,32
25746,8,16
25746,9,50
25746,10,25
25746,11,22
25747,7,29
25747,8,15
25747,9,45
25747,10,23
25747,11,20
25748,7,20
25748,8,10
25748,9,31
25748,10,16
25748,11,14
25753,7,14
25753,8,7
25753,9,22
25753,10,11
25753,11,10
25754,7,23
25754,8,12
25754,9,36
25754,10,18
25754,11,16
25755,7,22
25755,8,11
25755,9,34
25755,10,17
25755,11,15
25756,7,16
25756,8,8
25756,9,25
25756,10,13
25756,11,11
25761,7,20
25761,8,10
25761,9,31
25761,10,15
25761,11,14
25762,7,31
25762,8,15
25762,9,48
25762,10,24
25762,11,22
25763,7,29
25763,8,14
25763,9,45
25763,10,22
25763,11,20
25764,7,20
25764,8,10
25764,9,31
25764,10,16
25764,11,14
25963,7,34
25963,8,31
25963,9,46
25963,10,45
25963,11,30
25964,7,37
25964,8,34
25964,9,50
25964,10,49
25964,11,33
25965,7,32
25965,8,30
25965,9,44
25965,10,43
25965,11,29
25986,7,26
25986,8,24
25986,9,35
25986,10,35
25986,11,23
25987,7,56
25987,8,52
25987,9,76
25987,10,74
25987,11,50
25988,7,57
25988,8,52
25988,9,77
25988,10,75
25988,11,50
25989,7,48
25989,8,44
25989,9,65
25989,10,63
25989,11,42
26318,7,11
26318,8,5
26318,9,17
26318,10,8
26318,11,7
26320,7,14
26320,8,7
26320,9,22
26320,10,11
26320,11,10
27047,7,57
27047,8,55
27047,9,83
27047,10,87
27047,11,52
27048,7,116
27048,8,100
27048,9,130
27048,10,153
27048,11,119
27049,7,79
