idproduto,periodo,referencia,produto,apresentacao,cor,tamanho,marca,status,continuidade,cod_situacao,linha,familia,grupo,qtd_mensal,dias_com_venda,ano,mes,ano_mes
4023,2025-11-01,103006,SUTIA 1/2 TACA COM BASE TRANSPASS TACA C,SUTIA 1/2 TACA COM BASE TRANSPASS TACA C PRETO 42C,PRETO,42C,LIEBE,EM LINHA,PERMANENTE,001,CONFORT,BASICOS,CONFORT__BASICOS,53.0,16,2025,11,2025-11
4023,2025-12-01,103006,SUTIA 1/2 TACA COM BASE TRANSPASS TACA C,SUTIA 1/2 TACA COM BASE TRANSPASS TACA C PRETO 42C,PRETO,42C,LIEBE,EM LINHA,PERMANENTE,001,CONFORT,BASICOS,CONFORT__BASICOS,7.0,3,2025,12,2025-12
4023,2026-01-01,103006,SUTIA 1/2 TACA COM BASE TRANSPASS TACA C,SUTIA 1/2 TACA COM BASE TRANSPASS TACA C PRETO 42C,PRETO,42C,LIEBE,EM LINHA,PERMANENTE,001,CONFORT,BASICOS,CONFORT__BASICOS,37.0,13,2026,1,2026-01
4023,2026-02-01,103006,SUTIA 1/2 TACA COM BASE TRANSPASS TACA C,SUTIA 1/2 TACA COM BASE TRANSPASS TACA C PRETO 42C,PRETO,42C,LIEBE,EM LINHA,PERMANENTE,001,CONFORT,BASICOS,CONFORT__BASICOS,55.0,14,2026,2,2026-02
4023,2026-03-01,103006,SUTIA 1/2 TACA COM BASE TRANSPASS TACA C,SUTIA 1/2 TACA COM BASE TRANSPASS TACA C PRETO 42C,PRETO,42C,LIEBE,EM LINHA,PERMANENTE,001,CONFORT,BASICOS,CONFORT__BASICOS,39.0,18,2026,3,2026-03
4024,2025-01-01,103006,SUTIA 1/2 TACA COM BASE TRANSPASS TACA C,SUTIA 1/2 TACA COM BASE TRANSPASS TACA C PRETO 44C,PRETO,44C,LIEBE,EM LINHA,PERMANENTE,001,CONFORT,BASICOS,CONFORT__BASICOS,116.0,20,2025,1,2025-01
4024,2025-02-01,103006,SUTIA 1/2 TACA COM BASE TRANSPASS TACA C,SUTIA 1/2 TACA COM BASE TRANSPASS TACA C PRETO 44C,PRETO,44C,LIEBE,EM LINHA,PERMANENTE,001,CONFORT,BASICOS,CONFORT__BASICOS,130.0,18,2025,2,2025-02
4024,2025-03-01,103006,SUTIA 1/2 TACA COM BASE TRANSPASS TACA C,SUTIA 1/2 TACA COM BASE TRANSPASS TACA C PRETO 44C,PRETO,44C,LIEBE,EM LINHA,PERMANENTE,001,CONFORT,BASICOS,CONFORT__BASICOS,101.0,19,2025,3,2025-03
4024,2025-04-01,103006,SUTIA 1/2 TACA COM BASE TRANSPASS TACA C,SUTIA 1/2 TACA COM BASE TRANSPASS TACA C PRETO 44C,PRETO,44C,LIEBE,EM LINHA,PERMANENTE,001,CONFORT,BASICOS,CONFORT__BASICOS,68.0,20,2025,4,2025-04
4024,2025-05-01,103006,SUTIA 1/2 TACA COM BASE TRANSPASS TACA C,SUTIA 1/2 TACA COM BASE TRANSPASS TACA C PRETO 44C,PRETO,44C,LIEBE,EM LINHA,PERMANENTE,001,CONFORT,BASICOS,CONFORT__BASICOS,102.0,19,2025,5,2025-05
4024,2025-06-01,103006,SUTIA 1/2 TACA COM BASE TRANSPASS TACA C,SUTIA 1/2 TACA COM BASE TRANSPASS TACA C PRETO 44C,PRETO,44C,LIEBE,EM LINHA,PERMANENTE,001,CONFORT,BASICOS,CONFORT__BASICOS,53.0,19,2025,6,2025-06
4024,2025-07-01,103006,SUTIA 1/2 TACA COM BASE TRANSPASS TACA C,SUTIA 1/2 TACA COM BASE TRANSPASS TACA C PRETO 44C,PRETO,44C,LIEBE,EM LINHA,PERMANENTE,001,CONFORT,BASICOS,CONFORT__BASICOS,59.0,17,2025,7,2025-07
4024,2025-08-01,103006,SUTIA 1/2 TACA COM BASE TRANSPASS TACA C,SUTIA 1/2 TACA COM BASE TRANSPASS TACA C PRETO 44C,PRETO,44C,LIEBE,EM LINHA,PERMANENTE,001,CONFORT,BASICOS,CONFORT__BASICOS,123.0,21,2025,8,2025-08
4024,2025-09-01,103006,SUTIA 1/2 TACA COM BASE TRANSPASS TACA C,SUTIA 1/2 TACA COM BASE TRANSPASS TACA C PRETO 44C,PRETO,44C,LIEBE,EM LINHA,PERMANENTE,001,CONFORT,BASICOS,CONFORT__BASICOS,135.0,22,2025,9,2025-09
4024,2025-10-01,103006,SUTIA 1/2 TACA COM BASE TRANSPASS TACA C,SUTIA 1/2 TACA COM BASE TRANSPASS TACA C PRETO 44C,PRETO,44C,LIEBE,EM LINHA,PERMANENTE,001,CONFORT,BASICOS,CONFORT__BASICOS,107.0,24,2025,10,2025-10
4024,2025-11-01,103006,SUTIA 1/2 TACA COM BASE TRANSPASS TACA C,SUTIA 1/2 TACA COM BASE TRANSPASS TACA C PRETO 44C,PRETO,44C,LIEBE,EM LINHA,PERMANENTE,001,CONFORT,BASICOS,CONFORT__BASICOS,93.0,19,2025,11,2025-11
4024,2025-12-01,103006,SUTIA 1/2 TACA COM BASE TRANSPASS TACA C,SUTIA 1/2 TACA COM BASE TRANSPASS TACA C PRETO 44C,PRETO,44C,LIEBE,EM LINHA,PERMANENTE,001,CONFORT,BASICOS,CONFORT__BASICOS,25.0,8,2025,12,2025-12
4024,2026-01-01,103006,SUTIA 1/2 TACA COM BASE TRANSPASS TACA C,SUTIA 1/2 TACA COM BASE TRANSPASS TACA C PRETO 44C,PRETO,44C,LIEBE,EM LINHA,PERMANENTE,001,CONFORT,BASICOS,CONFORT__BASICOS,62.0,14,2026,1,2026-01
4024,2026-02-01,103006,SUTIA 1/2 TACA COM BASE TRANSPASS TACA C,SUTIA 1/2 TACA COM BASE TRANSPASS TACA C PRETO 44C,PRETO,44C,LIEBE,EM LINHA,PERMANENTE,001,CONFORT,BASICOS,CONFORT__BASICOS,72.0,17,2026,2,2026-02
4024,2026-03-01,103006,SUTIA 1/2 TACA COM BASE TRANSPASS TACA C,SUTIA 1/2 TACA COM BASE TRANSPASS TACA C PRETO 44C,PRETO,44C,LIEBE,EM LINHA,PERMANENTE,001,CONFORT,BASICOS,CONFORT__BASICOS,114.0,21,2026,3,2026-03
4025,2025-01-01,103006,SUTIA 1/2 TACA COM BASE TRANSPASS TACA C,SUTIA 1/2 TACA COM BASE TRANSPASS TACA C PRETO 46C,PRETO,46C,LIEBE,EM LINHA,PERMANENTE,001,CONFORT,BASICOS,CONFORT__BASICOS,93.0,16,2025,1,2025-01
4025,2025-02-01,103006,SUTIA 1/2 TACA COM BASE TRANSPASS TACA C,SUTIA 1/2 TACA COM BASE TRANSPASS TACA C PRETO 46C,PRETO,46C,LIEBE,EM LINHA,PERMANENTE,001,CONFORT,BASICOS,CONFORT__BASICOS,125.0,18,2025,2,2025-02
4025,2025-03-01,103006,SUTIA 1/2 TACA COM BASE TRANSPASS TACA C,SUTIA 1/2 TACA COM BASE TRANSPASS TACA C PRETO 46C,PRETO,46C,LIEBE,EM LINHA,PERMANENTE,001,CONFORT,BASICOS,CONFORT__BASICOS,94.0,20,2025,3,2025-03
4025,2025-04-01,103006,SUTIA 1/2 TACA COM BASE TRANSPASS TACA C,SUTIA 1/2 TACA COM BASE TRANSPASS TACA C PRETO 46C,PRETO,46C,LIEBE,EM LINHA,PERMANENTE,001,CONFORT,BASICOS,CONFORT__BASICOS,63.0,19,2025,4,2025-04
4025,2025-05-01,103006,SUTIA 1/2 TACA COM BASE TRANSPASS TACA C,SUTIA 1/2 TACA COM BASE TRANSPASS TACA C PRETO 46C,PRETO,46C,LIEBE,EM LINHA,PERMANENTE,001,CONFORT,BASICOS,CONFORT__BASICOS,95.0,17,2025,5,2025-05
4025,2025-06-01,103006,SUTIA 1/2 TACA COM BASE TRANSPASS TACA C,SUTIA 1/2 TACA COM BASE TRANSPASS TACA C PRETO 46C,PRETO,46C,LIEBE,EM LINHA,PERMANENTE,001,CONFORT,BASICOS,CONFORT__BASICOS,50.0,20,2025,6,2025-06
4025,2025-07-01,103006,SUTIA 1/2 TACA COM BASE TRANSPASS TACA C,SUTIA 1/2 TACA COM BASE TRANSPASS TACA C PRETO 46C,PRETO,46C,LIEBE,EM LINHA,PERMANENTE,001,CONFORT,BASICOS,CONFORT__BASICOS,62.0,15,2025,7,2025-07
4025,2025-08-01,103006,SUTIA 1/2 TACA COM BASE TRANSPASS TACA C,SUTIA 1/2 TACA COM BASE TRANSPASS TACA C PRETO 46C,PRETO,46C,LIEBE,EM LINHA,PERMANENTE,001,CONFORT,BASICOS,CONFORT__BASICOS,124.0,21,2025,8,2025-08
4025,2025-09-01,103006,SUTIA 1/2 TACA COM BASE TRANSPASS TACA C,SUTIA 1/2 TACA COM BASE TRANSPASS TACA C PRETO 46C,PRETO,46C,LIEBE,EM LINHA,PERMANENTE,001,CONFORT,BASICOS,CONFORT__BASICOS,145.0,22,2025,9,2025-09
4025,2025-10-01,103006,SUTIA 1/2 TACA COM BASE TRANSPASS TACA C,SUTIA 1/2 TACA COM BASE TRANSPASS TACA C PRETO 46C,PRETO,46C,LIEBE,EM LINHA,PERMANENTE,001,CONFORT,BASICOS,CONFORT__BASICOS,101.0,24,2025,10,2025-10
4025,2025-11-01,103006,SUTIA 1/2 TACA COM BASE TRANSPASS TACA C,SUTIA 1/2 TACA COM BASE TRANSPASS TACA C PRETO 46C,PRETO,46C,LIEBE,EM LINHA,PERMANENTE,001,CONFORT,BASICOS,CONFORT__BASICOS,84.0,19,2025,11,2025-11
4025,2025-12-01,103006,SUTIA 1/2 TACA COM BASE TRANSPASS TACA C,SUTIA 1/2 TACA COM BASE TRANSPASS TACA C PRETO 46C,PRETO,46C,LIEBE,EM LINHA,PERMANENTE,001,CONFORT,BASICOS,CONFORT__BASICOS,18.0,8,2025,12,2025-12
4025,2026-01-01,103006,SUTIA 1/2 TACA COM BASE TRANSPASS TACA C,SUTIA 1/2 TACA COM BASE TRANSPASS TACA C PRETO 46C,PRETO,46C,LIEBE,EM LINHA,PERMANENTE,001,CONFORT,BASICOS,CONFORT__BASICOS,56.0,15,2026,1,2026-01
4025,2026-02-01,103006,SUTIA 1/2 TACA COM BASE TRANSPASS TACA C,SUTIA 1/2 TACA COM BASE TRANSPASS TACA C PRETO 46C,PRETO,46C,LIEBE,EM LINHA,PERMANENTE,001,CONFORT,BASICOS,CONFORT__BASICOS,71.0,17,2026,2,2026-02
4025,2026-03-01,103006,SUTIA 1/2 TACA COM BASE TRANSPASS TACA C,SUTIA 1/2 TACA COM BASE TRANSPASS TACA C PRETO 46C,PRETO,46C,LIEBE,EM LINHA,PERMANENTE,001,CONFORT,BASICOS,CONFORT__BASICOS,95.0,22,2026,3,2026-03
4026,2025-01-01,103006,SUTIA 1/2 TACA COM BASE TRANSPASS TACA C,SUTIA 1/2 TACA COM BASE TRANSPASS TACA C CHOCOLATE 42C,CHOCOLATE,42C,LIEBE,EM LINHA,PERMANENTE,001,CONFORT,BASICOS,CONFORT__BASICOS,123.0,21,2025,1,2025-01
4026,2025-02-01,103006,SUTIA 1/2 TACA COM BASE TRANSPASS TACA C,SUTIA 1/2 TACA COM BASE TRANSPASS TACA C CHOCOLATE 42C,CHOCOLATE,42C,LIEBE,EM LINHA,PERMANENTE,001,CONFORT,BASICOS,CONFORT__BASICOS,147.0,20,2025,2,2025-02
4026,2025-03-01,103006,SUTIA 1/2 TACA COM BASE TRANSPASS TACA C,SUTIA 1/2 TACA COM BASE TRANSPASS TACA C CHOCOLATE 42C,CHOCOLATE,42C,LIEBE,EM LINHA,PERMANENTE,001,CONFORT,BASICOS,CONFORT__BASICOS,105.0,19,2025,3,2025-03
4026,2025-04-01,103006,SUTIA 1/2 TACA COM BASE TRANSPASS TACA C,SUTIA 1/2 TACA COM BASE TRANSPASS TACA C CHOCOLATE 42C,CHOCOLATE,42C,LIEBE,EM LINHA,PERMANENTE,001,CONFORT,BASICOS,CONFORT__BASICOS,59.0,18,2025,4,2025-04
4026,2025-05-01,103006,SUTIA 1/2 TACA COM BASE TRANSPASS TACA C,SUTIA 1/2 TACA COM BASE TRANSPASS TACA C CHOCOLATE 42C,CHOCOLATE,42C,LIEBE,EM LINHA,PERMANENTE,001,CONFORT,BASICOS,CONFORT__BASICOS,98.0,20,2025,5,2025-05
4026,2025-06-01,103006,SUTIA 1/2 TACA COM BASE TRANSPASS TACA C,SUTIA 1/2 TACA COM BASE TRANSPASS TACA C CHOCOLATE 42C,CHOCOLATE,42C,LIEBE,EM LINHA,PERMANENTE,001,CONFORT,BASICOS,CONFORT__BASICOS,52.0,18,2025,6,2025-06
4026,2025-07-01,103006,SUTIA 1/2 TACA COM BASE TRANSPASS TACA C,SUTIA 1/2 TACA COM BASE TRANSPASS TACA C CHOCOLATE 42C,CHOCOLATE,42C,LIEBE,EM LINHA,PERMANENTE,001,CONFORT,BASICOS,CONFORT__BASICOS,51.0,14,2025,7,2025-07
4026,2025-08-01,103006,SUTIA 1/2 TACA COM BASE TRANSPASS TACA C,SUTIA 1/2 TACA COM BASE TRANSPASS TACA C CHOCOLATE 42C,CHOCOLATE,42C,LIEBE,EM LINHA,PERMANENTE,001,CONFORT,BASICOS,CONFORT__BASICOS,130.0,23,2025,8,2025-08
4026,2025-09-01,103006,SUTIA 1/2 TACA COM BASE TRANSPASS TACA C,SUTIA 1/2 TACA COM BASE TRANSPASS TACA C CHOCOLATE 42C,CHOCOLATE,42C,LIEBE,EM LINHA,PERMANENTE,001,CONFORT,BASICOS,CONFORT__BASICOS,121.0,22,2025,9,2025-09
4026,2025-10-01,103006,SUTIA 1/2 TACA COM BASE TRANSPASS TACA C,SUTIA 1/2 TACA COM BASE TRANSPASS TACA C CHOCOLATE 42C,CHOCOLATE,42C,LIEBE,EM LINHA,PERMANENTE,001,CONFORT,BASICOS,CONFORT__BASICOS,103.0,24,2025,10,2025-10
4026,2025-11-01,103006,SUTIA 1/2 TACA COM BASE TRANSPASS TACA C,SUTIA 1/2 TACA COM BASE TRANSPASS TACA C CHOCOLATE 42C,CHOCOLATE,42C,LIEBE,EM LINHA,PERMANENTE,001,CONFORT,BASICOS,CONFORT__BASICOS,99.0,16,2025,11,2025-11
4026,2025-12-01,103006,SUTIA 1/2 TACA COM BASE TRANSPASS TACA C,SUTIA 1/2 TACA COM BASE TRANSPASS TACA C CHOCOLATE 42C,CHOCOLATE,42C,LIEBE,EM LINHA,PERMANENTE,001,CONFORT,BASICOS,CONFORT__BASICOS,17.0,8,2025,12,2025-12
4026,2026-01-01,103006,SUTIA 1/2 TACA COM BASE TRANSPASS TACA C,SUTIA 1/2 TACA COM BASE TRANSPASS TACA C CHOCOLATE 42C,CHOCOLATE,42C,LIEBE,EM LINHA,PERMANENTE,001,CONFORT,BASICOS,CONFORT__BASICOS,83.0,16,2026,1,2026-01
4026,2026-02-01,103006,SUTIA 1/2 TACA COM BASE TRANSPASS TACA C,SUTIA 1/2 TACA COM BASE TRANSPASS TACA C CHOCOLATE 42C,CHOCOLATE,42C,LIEBE,EM LINHA,PERMANENTE,001,CONFORT,BASICOS,CONFORT__BASICOS,103.0,17,2026,2,2026-02
4026,2026-03-01,103006,SUTIA 1/2 TACA COM BASE TRANSPASS TACA C,SUTIA 1/2 TACA COM BASE TRANSPASS TACA C CHOCOLATE 42C,CHOCOLATE,42C,LIEBE,EM LINHA,PERMANENTE,001,CONFORT,BASICOS,CONFORT__BASICOS,110.0,20,2026,3,2026-03
4027,2025-01-01,103006,SUTIA 1/2 TACA COM BASE TRANSPASS TACA C,SUTIA 1/2 TACA COM BASE TRANSPASS TACA C CHOCOLATE 44C,CHOCOLATE,44C,LIEBE,EM LINHA,PERMANENTE,001,CONFORT,BASICOS,CONFORT__BASICOS,164.0,20,2025,1,2025-01
4027,2025-02-01,103006,SUTIA 1/2 TACA COM BASE TRANSPASS TACA C,SUTIA 1/2 TACA COM BASE TRANSPASS TACA C CHOCOLATE 44C,CHOCOLATE,44C,LIEBE,EM LINHA,PERMANENTE,001,CONFORT,BASICOS,CONFORT__BASICOS,221.0,22,2025,2,2025-02
4027,2025-03-01,103006,SUTIA 1/2 TACA COM BASE TRANSPASS TACA C,SUTIA 1/2 TACA COM BASE TRANSPASS TACA C CHOCOLATE 44C,CHOCOLATE,44C,LIEBE,EM LINHA,PERMANENTE,001,CONFORT,BASICOS,CONFORT__BASICOS,173.0,22,2025,3,2025-03
4027,2025-04-01,103006,SUTIA 1/2 TACA COM BASE TRANSPASS TACA C,SUTIA 1/2 TACA COM BASE TRANSPASS TACA C CHOCOLATE 44C,CHOCOLATE,44C,LIEBE,EM LINHA,PERMANENTE,001,CONFORT,BASICOS,CONFORT__BASICOS,123.0,23,2025,4,2025-04
4027,2025-05-01,103006,SUTIA 1/2 TACA COM BASE TRANSPASS TACA C,SUTIA 1/2 TACA COM BASE TRANSPASS TACA C CHOCOLATE 44C,CHOCOLATE,44C,LIEBE,EM LINHA,PERMANENTE,001,CONFORT,BASICOS,CONFORT__BASICOS,138.0,20,2025,5,2025-05
4027,2025-06-01,103006,SUTIA 1/2 TACA COM BASE TRANSPASS TACA C,SUTIA 1/2 TACA COM BASE TRANSPASS TACA C CHOCOLATE 44C,CHOCOLATE,44C,LIEBE,EM LINHA,PERMANENTE,001,CONFORT,BASICOS,CONFORT__BASICOS,87.0,24,2025,6,2025-06
4027,2025-07-01,103006,SUTIA 1/2 TACA COM BASE TRANSPASS TACA C,SUTIA 1/2 TACA COM BASE TRANSPASS TACA C CHOCOLATE 44C,CHOCOLATE,44C,LIEBE,EM LINHA,PERMANENTE,001,CONFORT,BASICOS,CONFORT__BASICOS,86.0,16,2025,7,2025-07
4027,2025-08-01,103006,SUTIA 1/2 TACA COM BASE TRANSPASS TACA C,SUTIA 1/2 TACA COM BASE TRANSPASS TACA C CHOCOLATE 44C,CHOCOLATE,44C,LIEBE,EM LINHA,PERMANENTE,001,CONFORT,BASICOS,CONFORT__BASICOS,219.0,25,2025,8,2025-08
4027,2025-09-01,103006,SUTIA 1/2 TACA COM BASE TRANSPASS TACA C,SUTIA 1/2 TACA COM BASE TRANSPASS TACA C CHOCOLATE 44C,CHOCOLATE,44C,LIEBE,EM LINHA,PERMANENTE,001,CONFORT,BASICOS,CONFORT__BASICOS,183.0,22,2025,9,2025-09
4027,2025-10-01,103006,SUTIA 1/2 TACA COM BASE TRANSPASS TACA C,SUTIA 1/2 TACA COM BASE TRANSPASS TACA C CHOCOLATE 44C,CHOCOLATE,44C,LIEBE,EM LINHA,PERMANENTE,001,CONFORT,BASICOS,CONFORT__BASICOS,179.0,24,2025,10,2025-10
4027,2025-11-01,103006,SUTIA 1/2 TACA COM BASE TRANSPASS TACA C,SUTIA 1/2 TACA COM BASE TRANSPASS TACA C CHOCOLATE 44C,CHOCOLATE,44C,LIEBE,EM LINHA,PERMANENTE,001,CONFORT,BASICOS,CONFORT__BASICOS,168.0,19,2025,11,2025-11
4027,2025-12-01,103006,SUTIA 1/2 TACA COM BASE TRANSPASS TACA C,SUTIA 1/2 TACA COM BASE TRANSPASS TACA C CHOCOLATE 44C,CHOCOLATE,44C,LIEBE,EM LINHA,PERMANENTE,001,CONFORT,BASICOS,CONFORT__BASICOS,32.0,11,2025,12,2025-12
4027,2026-01-01,103006,SUTIA 1/2 TACA COM BASE TRANSPASS TACA C,SUTIA 1/2 TACA COM BASE TRANSPASS TACA C CHOCOLATE 44C,CHOCOLATE,44C,LIEBE,EM LINHA,PERMANENTE,001,CONFORT,BASICOS,CONFORT__BASICOS,131.0,17,2026,1,2026-01
4027,2026-02-01,103006,SUTIA 1/2 TACA COM BASE TRANSPASS TACA C,SUTIA 1/2 TACA COM BASE TRANSPASS TACA C CHOCOLATE 44C,CHOCOLATE,44C,LIEBE,EM LINHA,PERMANENTE,001,CONFORT,BASICOS,CONFORT__BASICOS,144.0,19,2026,2,2026-02
4027,2026-03-01,103006,SUTIA 1/2 TACA COM BASE TRANSPASS TACA C,SUTIA 1/2 TACA COM BASE TRANSPASS TACA C CHOCOLATE 44C,CHOCOLATE,44C,LIEBE,EM LINHA,PERMANENTE,001,CONFORT,BASICOS,CONFORT__BASICOS,173.0,22,2026,3,2026-03
4028,2025-01-01,103006,SUTIA 1/2 TACA COM BASE TRANSPASS TACA C,SUTIA 1/2 TACA COM BASE TRANSPASS TACA C CHOCOLATE 46C,CHOCOLATE,46C,LIEBE,EM LINHA,PERMANENTE,001,CONFORT,BASICOS,CONFORT__BASICOS,153.0,20,2025,1,2025-01
4028,2025-02-01,103006,SUTIA 1/2 TACA COM BASE TRANSPASS TACA C,SUTIA 1/2 TACA COM BASE TRANSPASS TACA C CHOCOLATE 46C,CHOCOLATE,46C,LIEBE,EM LINHA,PERMANENTE,001,CONFORT,BASICOS,CONFORT__BASICOS,198.0,22,2025,2,2025-02
4028,2025-03-01,103006,SUTIA 1/2 TACA COM BASE TRANSPASS TACA C,SUTIA 1/2 TACA COM BASE TRANSPASS TACA C CHOCOLATE 46C,CHOCOLATE,46C,LIEBE,EM LINHA,PERMANENTE,001,CONFORT,BASICOS,CONFORT__BASICOS,146.0,20,2025,3,2025-03
4028,2025-04-01,103006,SUTIA 1/2 TACA COM BASE TRANSPASS TACA C,SUTIA 1/2 TACA COM BASE TRANSPASS TACA C CHOCOLATE 46C,CHOCOLATE,46C,LIEBE,EM LINHA,PERMANENTE,001,CONFORT,BASICOS,CONFORT__BASICOS,111.0,22,2025,4,2025-04
4028,2025-05-01,103006,SUTIA 1/2 TACA COM BASE TRANSPASS TACA C,SUTIA 1/2 TACA COM BASE TRANSPASS TACA C CHOCOLATE 46C,CHOCOLATE,46C,LIEBE,EM LINHA,PERMANENTE,001,CONFORT,BASICOS,CONFORT__BASICOS,107.0,18,2025,5,2025-05
4028,2025-06-01,103006,SUTIA 1/2 TACA COM BASE TRANSPASS TACA C,SUTIA 1/2 TACA COM BASE TRANSPASS TACA C CHOCOLATE 46C,CHOCOLATE,46C,LIEBE,EM LINHA,PERMANENTE,001,CONFORT,BASICOS,CONFORT__BASICOS,77.0,21,2025,6,2025-06
4028,2025-07-01,103006,SUTIA 1/2 TACA COM BASE TRANSPASS TACA C,SUTIA 1/2 TACA COM BASE TRANSPASS TACA C CHOCOLATE 46C,CHOCOLATE,46C,LIEBE,EM LINHA,PERMANENTE,001,CONFORT,BASICOS,CONFORT__BASICOS,70.0,16,2025,7,2025-07
4028,2025-08-01,103006,SUTIA 1/2 TACA COM BASE TRANSPASS TACA C,SUTIA 1/2 TACA COM BASE TRANSPASS TACA C CHOCOLATE 46C,CHOCOLATE,46C,LIEBE,EM LINHA,PERMANENTE,001,CONFORT,BASICOS,CONFORT__BASICOS,187.0,24,2025,8,2025-08
4028,2025-09-01,103006,SUTIA 1/2 TACA COM BASE TRANSPASS TACA C,SUTIA 1/2 TACA COM BASE TRANSPASS TACA C CHOCOLATE 46C,CHOCOLATE,46C,LIEBE,EM LINHA,PERMANENTE,001,CONFORT,BASICOS,CONFORT__BASICOS,202.0,22,2025,9,2025-09
4028,2025-10-01,103006,SUTIA 1/2 TACA COM BASE TRANSPASS TACA C,SUTIA 1/2 TACA COM BASE TRANSPASS TACA C CHOCOLATE 46C,CHOCOLATE,46C,LIEBE,EM LINHA,PERMANENTE,001,CONFORT,BASICOS,CONFORT__BASICOS,167.0,26,2025,10,2025-10
4028,2025-11-01,103006,SUTIA 1/2 TACA COM BASE TRANSPASS TACA C,SUTIA 1/2 TACA COM BASE TRANSPASS TACA C CHOCOLATE 46C,CHOCOLATE,46C,LIEBE,EM LINHA,PERMANENTE,001,CONFORT,BASICOS,CONFORT__BASICOS,160.0,19,2025,11,2025-11
4028,2025-12-01,103006,SUTIA 1/2 TACA COM BASE TRANSPASS TACA C,SUTIA 1/2 TACA COM BASE TRANSPASS TACA C CHOCOLATE 46C,CHOCOLATE,46C,LIEBE,EM LINHA,PERMANENTE,001,CONFORT,BASICOS,CONFORT__BASICOS,29.0,10,2025,12,2025-12
4028,2026-01-01,103006,SUTIA 1/2 TACA COM BASE TRANSPASS TACA C,SUTIA 1/2 TACA COM BASE TRANSPASS TACA C CHOCOLATE 46C,CHOCOLATE,46C,LIEBE,EM LINHA,PERMANENTE,001,CONFORT,BASICOS,CONFORT__BASICOS,103.0,18,2026,1,2026-01
4028,2026-02-01,103006,SUTIA 1/2 TACA COM BASE TRANSPASS TACA C,SUTIA 1/2 TACA COM BASE TRANSPASS TACA C CHOCOLATE 46C,CHOCOLATE,46C,LIEBE,EM LINHA,PERMANENTE,001,CONFORT,BASICOS,CONFORT__BASICOS,114.0,19,2026,2,2026-02
